"ms_id","pr_id","files","confFiles","chunks","confChunks","devs","code_churn","confCodeChurn","complexity","integrator.knew","formatting","merge.time.diff"
24614,12,9,1,63,1,2,129,13,70,100,0,262222
24639,12,10,1,65,1,3,131,13,70,100,0,32
24661,12,12,1,68,1,3,142,13,70,100,0,39
24809,12,13,1,25,1,3,51,13,70,100,0,76
24824,12,22,1,90,1,3,112,13,70,100,0,73
24836,12,24,1,95,1,3,158,13,70,100,0,558
24846,12,25,1,99,1,3,165,13,70,100,0,61
24904,12,8,3,49,5,2,391,64,78,100,0,128330
24929,12,10,1,53,1,2,245,13,70,100,0,2128
24948,12,20,1,74,1,3,340,13,70,100,0,31
24971,12,25,1,142,1,3,601,13,70,100,0,43
25025,12,34,1,155,1,4,691,13,70,100,0,33
25057,12,35,1,159,1,4,696,13,70,100,0,34
25077,12,41,1,178,1,4,723,13,70,100,0,42
25105,12,41,2,201,2,4,793,18,72,100,0,30
25136,12,44,1,218,1,4,813,13,70,100,0,40
25170,12,68,1,342,1,6,989,13,70,100,0,452498
25212,12,8,1,12,1,3,27,7,70,100,0,28
25224,12,9,1,14,1,3,29,7,70,100,0,21
25236,12,11,1,18,1,3,68,13,70,100,0,31
25246,12,12,1,20,1,3,70,13,70,100,0,254
25263,12,18,1,45,1,3,117,13,70,100,0,29
25275,12,30,3,120,3,3,246,34,74,100,0,56
25422,12,31,1,122,1,4,263,13,70,100,0,84
25457,12,106,1,550,1,14,1584,13,70,100,0,23
25524,12,108,1,560,1,14,1696,13,70,100,0,530
25606,12,659,1,2983,1,45,39579,12,61,100,0,1167
25752,12,123,1,658,1,17,2480,13,70,100,0,940
25819,12,92,1,471,1,7,1696,13,70,100,0,976
25908,12,23,1,71,1,3,271,13,70,100,0,408
25924,12,27,1,78,1,4,292,13,70,100,0,436
25948,12,30,1,84,1,5,307,13,70,100,0,333
25963,12,36,1,98,1,5,381,13,70,100,0,95
26051,12,8,1,19,1,3,32,7,64,100,0,45
26059,12,34,1,47,1,8,123,7,64,100,0,92185
26110,12,101,1,380,1,15,1794,13,70,100,0,1472
26158,12,102,1,383,1,15,1795,13,70,100,0,656090
26495,12,11,1,17,1,3,68,13,70,100,0,855905
1823,4,24,6,120,6,2,1236,72,2,100,0,73
1969,4,30,18,1116,84,2,3690,1620,28,28.5714285714286,0,176
3252,4,48,12,552,12,3,15618,60,4,100,0,207
4230,4,36,12,378,12,2,1830,84,4,50,0,46
4449,4,102,12,324,12,2,16770,60,4,100,0,338
4486,4,174,18,2952,42,4,45666,624,14,100,0,861
4949,4,9,3,18,3,2,72,15,2,100,0,67
5044,4,30,6,363,6,6,1461,30,4,100,0,79858
5164,4,28,2,100,2,2,552,10,2,100,0,217
5298,4,28,2,116,2,2,584,10,2,100,0,45
5634,4,8,2,20,2,3,46,10,2,100,0,76
5716,4,46,4,657,6,4,3821,196,6,100,0,55
5760,4,6,2,64,2,2,116,10,2,100,0,1034
5768,4,20,2,96,2,4,600,10,2,100,0,40
5782,4,30,2,78,2,2,398,10,2,100,0,55
5820,4,18,2,84,2,3,390,10,2,100,0,8873
6029,4,22,2,126,2,2,788,10,2,100,0,59
6094,4,26,2,146,2,2,672,10,2,100,0,277
6239,4,18,2,64,2,4,194,10,2,100,0,142854
6250,4,14,2,88,2,2,374,10,2,100,0,34
6276,4,16,2,88,2,2,1726,10,2,100,0,61
6572,4,12,2,72,2,2,1318,10,2,100,0,601
6592,4,12,4,100,4,2,736,42,4,100,0,70
